country_id,Year,High_Blood_Pressure,Alcohol,Toxic_Water,Secondhand_smoke,Low_birth_weight,Child_malnutrition,Unsafe_sex,Household_air_pollution,Sedentary_lifestyle,Smoking,Hyperglycemia,High_BMI,Unsafe_sanitation,Lack_of_handwashing_facility,Drugs,Osteoporosis,Stunting_of_growth,Air_Pollution,Poor_Nutrition,Partial_breastfeeding,Elements_Deficiency
1,1990,25633,356,3702,4794,16135,19546,351,34372,2637,5174,11449,9518,2798,4825,174,389,7686,40400,9396,2323,2580
1,1991,25872,364,4309,4921,17924,20334,361,35392,2652,5247,11811,9489,3254,5127,188,389,7886,41537,9598,2622,2667
1,1992,26309,376,5356,5279,21200,22895,378,38065,2688,5363,12265,9528,4042,5889,211,393,8568,44567,9900,3203,2800
1,1993,26961,389,7152,5734,23795,27002,395,41154,2744,5522,12821,9611,5392,7007,232,411,9875,48111,10270,3930,3089
1,1994,27658,399,7192,6050,24866,29205,410,43153,2805,5689,13400,9675,5418,7421,247,413,11031,50422,10630,4037,3477
1,1995,28090,406,8378,6167,25534,30943,422,44024,2839,5801,13871,9608,6313,7896,260,417,11973,51435,10856,4357,3918
1,1996,28587,413,8487,6298,25997,31628,435,45005,2878,5934,14413,9503,6393,8098,274,423,12426,52560,11116,4416,4097
1,1997,29021,420,9348,6425,26246,32736,448,46017,2914,6066,14970,9286,7038,8507,287,425,12805,53727,11373,4648,4142
1,1998,29349,425,9788,6402,25805,32760,458,46055,2944,6178,15502,9024,7366,8560,295,429,13011,53786,11574,4681,4337
1,1999,29712,426,9931,6323,25080,32271,469,45681,2976,6288,16058,8857,7468,8424,302,428,13052,53391,11747,4589,4571
1,2000,29999,427,9942,6227,24549,31559,482,45132,3013,6378,16545,8829,7472,8233,312,431,12965,52784,11844,4451,4752
1,2001,30421,432,10052,6214,24859,30938,500,45028,3068,6505,17144,9047,7547,8144,328,436,12732,52674,11983,4344,4863
1,2002,30189,432,10004,6103,25441,29619,507,44137,3078,6488,17467,9151,7497,7915,337,437,12069,51693,11870,4189,4735
1,2003,30157,437,10841,6341,25617,29098,518,44953,3104,6528,17921,9410,8106,8482,356,433,9862,52803,11855,4216,2874
1,2004,30225,445,10761,6383,25459,28167,533,44534,3137,6594,18397,9759,8028,8440,376,440,8928,52513,11863,4029,2315
1,2005,30089,452,10118,6272,25149,26669,541,43280,3153,6636,18652,10051,7532,8033,390,454,8380,51283,11796,3752,2250
1,2006,30075,456,9081,6153,24354,24987,549,41778,3178,6720,18917,10519,6740,7481,401,454,7885,49923,11743,3420,2223
1,2007,30080,465,8168,6010,23778,23100,557,40047,3214,6849,19183,11218,6050,6900,414,465,7303,48641,11677,3174,2234
1,2008,30219,478,7245,5868,23533,21624,568,38320,3267,7026,19498,12106,5350,6291,430,478,7148,47463,11657,2997,2563
1,2009,30280,485,6437,5752,23232,20264,576,36675,3311,7181,19730,12982,4732,5793,445,493,6867,46386,11590,2864,2705
1,2010,30352,492,6021,5714,23176,19135,587,35511,3344,7340,19883,13785,4402,5535,463,515,6192,45889,11550,2831,2394
1,2011,30684,496,5600,5686,23181,18163,597,34380,3403,7572,20216,14666,4069,5275,482,529,5800,45717,11628,2790,2300
1,2012,31090,502,5243,5676,23172,17368,609,33223,3468,7856,20593,15603,3784,5045,502,547,5541,45879,11735,2750,2255
1,2013,31462,508,5220,5739,23176,16573,621,32344,3525,8124,20961,16511,3739,5041,522,581,4710,46460,11801,2789,1700
1,2014,32002,514,5010,5758,22946,15919,633,31296,3602,8429,21441,17451,3563,4889,542,592,4380,46528,11939,2750,1549
1,2015,32640,522,4796,5785,22692,15256,647,30407,3695,8786,21991,18383,3378,4693,566,590,4206,46342,12203,2672,1531
1,2016,33393,540,4678,5871,22640,14573,669,29929,3790,9157,22660,19346,3279,4568,602,609,3834,46096,12487,2574,1350
1,2017,34382,564,4632,5950,22579,13970,693,29497,3912,9586,23427,20345,3231,4411,644,615,3635,45904,12903,2469,1311
1,2018,35263,575,3994,5987,22379,13067,715,28818,4021,9975,24183,21251,2771,4078,673,642,3536,45762,13283,2189,1386
1,2019,36017,583,3751,6062,22132,12285,741,28168,4117,10306,24888,22048,2592,3941,700,632,3071,46187,13604,2039,1154
2,1990,4280,289,53,902,731,840,47,1978,117,2752,868,1417,31,67,64,44,390,3982,1050,173,33
2,1991,4384,308,54,926,723,836,49,2033,119,2809,902,1463,32,70,68,48,355,4061,1081,172,8
2,1992,4224,314,52,892,710,809,47,1964,115,2705,884,1415,31,68,69,45,342,3906,1042,165,6
2,1993,4056,322,47,849,696,763,45,1881,111,2603,865,1363,28,64,72,44,320,3734,999,153,6
2,1994,3855,321,57,790,679,704,44,1771,106,2453,837,1301,34,60,75,42,291,3512,944,144,6
2,1995,4046,351,29,773,648,600,47,1792,111,2550,893,1371,18,52,80,44,245,3551,988,118,4
2,1996,4243,388,23,757,620,513,49,1796,116,2674,951,1450,14,46,85,45,206,3602,1033,101,4
2,1997,4388,437,19,739,621,438,50,1757,119,2745,998,1531,11,40,88,46,173,3645,1065,89,4
2,1998,4506,480,16,721,613,374,51,1692,123,2788,1039,1606,9,35,93,47,146,3658,1093,77,2
2,1999,4638,497,12,700,538,306,53,1609,130,2795,1084,1679,7,28,90,47,117,3635,1122,61,2
2,2000,4722,511,10,673,470,237,53,1514,135,2832,1117,1718,5,24,93,47,90,3573,1149,47,2
2,2001,4695,516,9,634,430,181,52,1402,138,2768,1123,1717,5,19,96,48,68,3438,1144,37,1
2,2002,5053,554,8,644,393,143,55,1397,153,2898,1222,1849,4,17,101,50,52,3574,1236,30,1
2,2003,5538,609,7,669,362,114,59,1416,172,3100,1351,2033,3,15,105,54,40,3787,1359,24,1
2,2004,5699,644,6,660,327,90,60,1352,180,3166,1401,2111,3,13,104,56,30,3790,1405,19,1
2,2005,5730,641,6,642,299,74,63,1261,185,3108,1412,2139,3,12,95,51,24,3702,1415,15,1
2,2006,5561,618,5,608,274,62,62,1131,184,2973,1374,2091,2,10,90,50,20,3511,1375,13,1
2,2007,5452,611,5,583,248,53,61,1015,185,2899,1350,2069,2,9,90,52,17,3379,1350,10,1
2,2008,5654,637,5,593,231,48,62,961,196,3011,1404,2162,2,8,91,57,15,3447,1409,9,1
2,2009,5701,646,4,590,211,43,62,887,201,3061,1422,2196,2,8,89,53,13,3421,1426,8,1
2,2010,5829,664,4,598,195,41,62,842,210,3147,1465,2268,2,8,94,57,12,3427,1462,7,1
2,2011,6046,684,4,618,186,41,62,826,220,3302,1535,2376,2,8,98,56,12,3498,1515,6,1
2,2012,6208,692,4,634,171,42,63,806,229,3411,1591,2459,2,8,101,59,12,3526,1552,6,0
2,2013,6400,695,4,653,156,42,63,793,240,3544,1656,2553,2,8,104,59,13,3568,1598,6,0
2,2014,6665,709,4,679,141,42,64,788,253,3741,1741,2675,2,8,109,60,13,3648,1663,5,0
2,2015,6936,726,4,706,130,42,65,783,266,3936,1826,2799,2,8,116,62,12,3720,1732,5,0
2,2016,7108,728,4,723,122,40,65,766,277,4058,1885,2885,2,8,119,63,12,3746,1777,4,0
2,2017,7278,729,4,740,115,38,65,751,288,4183,1947,2967,1,8,123,63,11,3774,1820,4,0
2,2018,7444,731,4,757,110,36,66,737,299,4304,2036,3044,1,8,126,64,10,3804,1861,4,0
2,2019,7609,737,4,774,106,33,66,724,310,4425,2158,3120,1,8,130,65,10,3832,1899,4,0
3,1990,32361,496,1851,5060,14803,6791,516,3086,3805,13780,11690,14353,1233,822,296,742,1622,25412,12019,1589,522
3,1991,33434,489,1625,5088,14372,6199,529,2799,3905,14233,12250,14982,1062,742,311,765,1472,26123,12328,1416,474
3,1992,34459,487,1455,5114,13957,5713,539,2522,4055,14541,12848,15434,932,682,330,786,1346,26814,12630,1274,437
3,1993,35497,490,1336,5146,13576,5277,549,2261,4206,14827,13468,15897,831,651,351,803,1232,27572,12929,1147,404
3,1994,36567,500,1240,5187,13126,4849,563,2023,4382,15078,14132,16381,748,624,377,824,1121,28354,13252,1033,371
3,1995,37370,506,1145,5195,12633,4430,574,1796,4523,15270,14707,16735,672,595,401,841,1011,29005,13486,929,342
3,1996,38058,518,1028,5192,12192,4013,575,1584,4652,15364,15250,17036,585,563,427,856,905,29629,13675,828,311
3,1997,38677,543,970,5196,11804,3544,577,1384,4770,15420,15779,17301,535,549,453,870,722,30386,13823,765,259
3,1998,39123,567,904,5171,11451,3217,576,1197,4873,15442,16261,17488,484,530,478,882,623,30994,13901,704,230
3,1999,40120,598,850,5235,11158,2945,587,1048,5025,15611,16998,18066,442,515,506,906,547,32060,14175,652,216
3,2000,40554,625,789,5248,10941,2681,595,912,5114,15654,17566,18498,399,498,529,922,474,32442,14258,598,199
3,2001,40699,656,726,5269,10718,2394,606,796,5208,15699,18244,18986,355,480,554,935,394,32564,14329,542,181
3,2002,40594,682,658,5296,10565,2188,622,691,5302,15762,19051,19540,313,462,578,958,356,32602,14378,490,179
3,2003,40272,727,596,5317,10520,2014,639,597,5348,15844,19822,20182,277,440,592,981,320,32587,14384,452,165
3,2004,40274,743,548,5372,10478,1820,664,517,5464,15980,20774,20869,248,424,614,990,263,32739,14453,419,151
3,2005,40476,777,500,5429,10445,1680,689,448,5583,16144,21664,21533,221,407,634,1004,233,32835,14529,387,146
3,2006,40907,807,466,5507,10425,1562,721,387,5730,16306,22648,22225,201,393,655,1021,210,33009,14676,361,143
3,2007,41434,839,436,5606,10367,1455,750,331,5906,16513,23784,22961,184,378,680,1033,188,33163,14846,333,142
3,2008,41988,872,410,5712,10308,1365,778,281,6081,16733,24937,23732,170,366,703,1052,171,33324,15016,308,140
3,2009,42785,906,386,5840,10200,1309,807,238,6298,17014,26136,24572,157,357,727,1072,166,33713,15248,284,140
3,2010,43639,935,366,5964,10006,1237,823,205,6517,17238,27162,25412,146,348,750,1089,151,34193,15507,265,133
3,2011,44923,971,350,6133,9809,1183,833,180,6802,17595,28294,26382,136,343,781,1110,141,35161,15925,250,128
3,2012,46237,1011,337,6301,9569,1134,846,157,7093,17978,29411,27365,128,339,813,1139,131,36259,16338,238,122
3,2013,47526,1051,329,6472,9469,1109,865,137,7371,18318,30498,28379,122,341,850,1164,126,37566,16744,230,118
3,2014,49286,1094,324,6686,9408,1085,880,121,7739,18740,31878,29564,118,344,886,1205,120,39052,17305,225,112
3,2015,51136,1131,319,6895,9177,1042,891,107,8122,19251,33313,30766,113,344,916,1226,112,40345,17907,217,111
3,2016,52564,1162,310,7032,8749,971,898,95,8411,19759,34482,31789,107,336,935,1261,104,40814,18407,201,108
3,2017,54355,1200,299,7217,8099,896,906,85,8746,20376,35832,33044,100,331,961,1295,95,41541,19032,184,105
3,2018,56569,1248,287,7462,7550,814,924,76,9167,20914,37467,34597,92,328,999,1365,80,42963,19785,168,101
3,2019,58602,1285,277,7670,7092,745,936,66,9580,21555,38978,36087,86,326,1030,1372,68,44391,20469,157,97
4,1990,38,3,2,8,9,5,1,11,4,34,43,44,1,1,1,1,0,19,7,0,0
4,1991,41,3,2,9,9,4,1,10,4,35,45,47,1,1,1,1,0,20,8,0,0
4,1992,43,2,2,9,9,4,1,10,5,36,48,49,1,1,1,1,0,20,8,0,0
4,1993,45,2,2,9,9,4,1,9,5,36,50,51,1,1,1,1,0,20,8,0,0
4,1994,47,2,2,10,9,4,2,9,5,37,52,54,1,1,1,1,0,20,8,0,0
4,1995,49,2,2,10,9,4,2,9,6,38,55,56,1,1,2,1,0,19,9,0,0
4,1996,51,2,2,11,9,4,2,9,6,39,57,58,1,1,2,1,0,20,9,0,0
4,1997,53,2,2,11,9,4,2,9,6,40,60,60,1,1,2,1,0,20,9,0,0
4,1998,55,2,2,11,8,4,2,8,7,41,62,62,1,1,2,1,0,20,10,0,0
4,1999,57,2,2,11,8,4,2,8,7,42,64,64,1,1,2,1,0,20,10,0,0
4,2000,58,2,2,12,8,4,2,8,7,43,67,66,1,0,2,1,0,19,10,0,0
4,2001,60,2,2,12,8,4,2,8,8,43,69,68,1,0,2,1,0,20,11,0,0
4,2002,62,2,2,12,7,4,2,8,8,44,72,71,1,0,2,1,0,20,11,0,0
4,2003,62,2,2,13,7,4,2,7,9,45,74,73,1,0,2,1,0,20,11,0,0
4,2004,64,2,2,13,6,4,2,7,9,45,77,75,1,0,2,1,0,19,11,0,0
4,2005,64,2,2,13,6,4,2,7,9,45,78,76,1,0,2,1,0,19,12,0,0
4,2006,66,2,2,13,6,4,2,7,9,46,79,76,1,0,2,1,0,20,12,0,0
4,2007,67,2,2,13,5,3,2,7,9,46,81,77,1,0,2,1,0,20,12,0,0
4,2008,69,2,2,13,5,3,2,7,9,47,82,77,0,0,2,1,0,20,12,0,0
4,2009,70,2,2,13,5,3,2,8,10,48,84,77,0,0,2,1,0,20,13,0,0
4,2010,71,2,2,13,4,3,2,8,10,48,85,78,1,0,2,1,0,20,13,0,0
4,2011,73,2,2,13,4,3,2,8,10,49,87,80,0,0,2,1,0,20,13,0,0
4,2012,75,2,2,14,4,3,3,7,10,49,89,82,0,0,2,1,0,20,14,0,0
4,2013,77,2,2,14,4,3,3,7,10,50,91,84,0,0,2,1,0,21,14,0,0
4,2014,79,2,2,14,4,3,3,7,11,51,93,86,0,0,2,2,0,21,14,0,0
4,2015,81,2,2,14,4,3,3,7,11,52,94,88,0,0,2,2,0,21,15,0,0
4,2016,83,2,2,14,4,3,3,6,11,53,96,90,0,0,2,2,0,21,15,0,0
4,2017,84,2,2,15,3,3,3,6,11,53,98,92,0,0,2,2,0,22,15,0,0
4,2018,85,2,2,15,3,3,3,6,12,54,100,93,0,0,2,2,0,22,15,0,0
4,2019,87,2,2,15,3,3,3,6,12,55,102,95,0,0,2,2,0,22,16,0,0
5,1990,39,22,0,5,1,0,3,0,4,60,14,22,0,0,2,3,0,20,10,0,0
5,1991,41,23,0,5,1,0,3,0,4,63,15,23,0,0,2,3,0,20,10,0,0
5,1992,44,25,0,5,1,0,3,0,5,67,16,24,0,0,2,3,0,22,11,0,0
5,1993,47,26,0,6,1,0,4,0,5,71,17,26,0,0,3,4,0,22,11,0,0
5,1994,49,27,0,6,1,0,4,0,5,72,18,27,0,0,3,4,0,23,12,0,0
5,1995,50,27,0,6,1,0,4,0,6,74,19,27,0,0,3,4,0,24,12,0,0
5,1996,52,28,0,6,1,0,4,0,6,75,20,28,0,0,3,4,0,25,13,0,0
5,1997,54,28,0,6,1,0,4,0,6,76,21,29,0,0,3,5,0,26,14,0,0
5,1998,55,29,0,6,1,0,4,0,6,78,22,29,0,0,3,5,0,27,14,0,0
5,1999,57,29,0,6,1,0,4,0,7,79,23,30,0,0,3,5,0,28,14,0,0
5,2000,59,30,0,6,1,0,4,0,7,81,24,31,0,0,3,5,0,28,15,0,0
5,2001,61,31,0,6,1,0,4,0,7,82,25,32,0,0,3,6,0,30,15,0,0
5,2002,63,32,0,6,1,0,5,0,8,84,27,34,0,0,3,6,0,30,15,0,0
5,2003,65,33,0,6,1,0,5,0,8,87,28,35,0,0,4,6,0,30,16,0,0
5,2004,68,34,0,7,1,0,5,0,9,89,30,37,0,0,4,7,0,31,16,0,0
5,2005,70,35,0,7,1,0,5,0,9,90,31,38,0,0,4,7,0,30,17,0,0
5,2006,72,36,0,7,1,0,5,0,9,92,32,39,0,0,4,8,0,31,17,0,0
5,2007,74,36,0,7,1,0,5,0,9,94,34,41,0,0,4,8,0,31,17,0,0
5,2008,77,37,0,7,1,0,6,0,10,96,35,43,0,0,4,8,0,31,18,0,0
5,2009,80,37,0,7,1,0,6,0,10,98,37,44,0,0,5,9,0,32,18,0,0
5,2010,83,38,0,7,1,0,6,0,11,99,39,46,0,0,5,9,0,32,19,0,0
5,2011,83,35,0,7,1,0,5,0,11,94,39,45,0,0,5,9,0,30,18,0,0
5,2012,84,34,0,7,0,0,5,0,11,92,40,46,0,0,5,10,0,30,18,0,0
5,2013,87,35,0,7,0,0,5,0,11,93,42,47,0,0,5,10,0,30,19,0,0
5,2014,89,35,0,7,0,0,5,0,11,95,44,49,0,0,5,10,0,30,19,0,0
5,2015,92,36,0,7,0,0,6,0,12,97,46,51,0,0,5,11,0,30,19,0,0
5,2016,94,37,0,7,0,0,5,0,12,98,47,52,0,0,5,11,0,28,20,0,0
5,2017,97,38,0,7,0,0,5,0,12,101,50,54,0,0,6,12,0,26,20,0,0
5,2018,99,39,0,7,0,0,6,0,12,104,52,56,0,0,6,12,0,26,21,0,0
5,2019,101,40,0,8,0,0,6,0,13,106,54,58,0,0,6,12,0,28,21,0,0
6,1990,7764,3177,31350,1549,16517,42373,876,19242,249,4507,3930,1158,22756,16208,56,292,10158,21865,1323,7453,3827
6,1991,7973,3257,31616,1564,16878,42750,980,19483,257,4613,4043,1194,22864,16372,60,299,10280,22181,1366,7542,3835
6,1992,8219,3386,31705,1587,17174,43017,1125,19733,266,4732,4174,1242,22805,16479,65,307,10359,22514,1414,7575,3817
6,1993,8550,3610,32239,1626,17580,43580,1329,20126,277,4916,4352,1312,23090,16800,73,318,10528,23048,1476,7684,3854
6,1994,8858,3875,33189,1659,18008,44186,1586,20421,288,5085,4521,1382,23687,17249,81,354,10749,23478,1531,7907,3943
6,1995,9064,4054,33649,1676,18375,44344,1889,20513,296,5178,4636,1435,23928,17469,89,369,10862,23700,1564,8041,3978
6,1996,9133,4104,32788,1670,18614,43563,2240,20324,302,5151,4679,1470,23174,17140,97,344,10744,23633,1568,7968,3878
6,1997,9340,4331,32143,1678,18831,42742,2697,20205,312,5198,4790,1540,22564,16923,108,354,10563,23717,1596,7909,3776
6,1998,9736,4803,31686,1714,18912,42053,3267,20249,328,5369,5002,1664,22086,16829,126,376,10319,24032,1658,7817,3656
6,1999,10094,5248,30764,1737,18914,41003,3905,20140,343,5484,5191,1784,21261,16514,145,396,10030,24181,1712,7627,3564
6,2000,10353,5664,29748,1747,18937,39878,4583,19934,356,5561,5353,1888,20439,16136,163,425,9737,24145,1748,7418,3457
6,2001,10464,6077,27905,1746,18944,38119,5298,19550,364,5568,5456,1966,19103,15397,182,432,9288,23894,1757,7038,3338
6,2002,10590,6453,26018,1745,18926,36031,6088,19069,374,5440,5534,2049,17790,14590,202,427,8791,23492,1755,6610,3220
6,2003,10922,7026,24116,1760,18935,34052,6913,18725,392,5460,5734,2188,16450,13783,225,441,8289,23295,1791,6160,3129
6,2004,11354,7709,23163,1828,18944,32392,7721,18750,412,5597,6020,2358,15736,13494,249,463,6955,23618,1848,5891,2271
6,2005,11442,8071,21669,1817,18877,30364,8418,18168,421,5536,6114,2458,14701,12809,269,468,6354,23209,1829,5470,2048
6,2006,11748,8634,22212,1818,18879,29845,8842,17718,437,5662,6380,2622,15040,12887,284,484,6222,23029,1847,5615,2058
6,2007,11907,9126,20492,1820,18692,27743,9123,17129,448,5704,6586,2771,13913,12140,294,492,5662,22642,1831,5021,1839
6,2008,12297,9666,19588,1823,18531,26237,9571,16575,471,5792,6910,2994,13337,11660,309,511,5404,22344,1847,4638,1791
6,2009,12673,10156,18803,1793,18468,24964,10005,15877,493,5904,7230,3238,12811,11139,326,528,5463,21905,1863,4319,1964
6,2010,13052,10471,18415,1783,18418,23598,10446,15301,515,6005,7545,3502,12561,10859,342,543,4939,21683,1883,4066,1714
6,2011,13471,10736,18118,1749,18312,22241,10991,14554,539,6158,7892,3813,12345,10566,362,563,4628,21344,1917,3853,1628
6,2012,13909,11001,17601,1728,18227,20776,11596,13777,564,6351,8278,4174,11940,10235,384,582,4216,21109,1953,3607,1473
6,2013,14254,11185,16872,1691,18075,19137,11640,12846,585,6477,8606,4531,11395,9794,393,591,3831,20729,1974,3331,1350
6,2014,14372,11138,15667,1642,17856,17449,11439,11837,599,6489,8779,4810,10490,9168,394,597,3512,20182,1969,3001,1253
6,2015,14896,11271,14786,1631,17524,15842,12077,11101,631,6634,9146,5219,9770,8727,415,613,2983,19990,2037,2732,1036
6,2016,15444,11308,13587,1607,17093,14255,13623,10341,666,6787,9492,5636,8857,8137,460,631,2615,19667,2115,2444,922
6,2017,16141,11550,13022,1599,16660,13093,15200,9691,707,7007,9891,6092,8357,7809,512,659,2439,19543,2220,2254,897
6,2018,16900,11703,11736,1608,16322,11676,16086,9174,750,7243,10322,6545,7412,7250,543,690,2171,19717,2339,1962,835
6,2019,17686,11906,11143,1634,15876,10766,16383,8726,796,7511,10753,6981,6951,7009,557,718,1824,20097,2462,1811,714
7,1990,97,11,2,6,9,4,9,3,12,24,83,39,1,3,1,1,0,49,28,0,0
7,1991,98,11,2,6,9,4,7,3,13,25,87,41,1,3,1,1,0,51,28,0,0
7,1992,99,11,2,6,10,4,8,2,13,25,89,42,1,3,1,2,0,51,28,0,0
7,1993,105,12,2,7,10,5,10,2,15,27,96,46,1,3,1,2,0,55,30,0,0
7,1994,105,12,2,7,11,5,10,2,15,27,98,47,1,3,1,2,0,55,30,0,0
7,1995,106,13,2,7,11,4,11,2,15,27,98,48,1,3,1,2,0,56,30,0,0
7,1996,99,13,2,7,11,4,12,2,14,25,93,47,1,3,1,2,0,52,29,0,0
7,1997,97,14,2,6,11,4,11,2,14,25,92,47,1,3,1,2,0,51,28,0,0
7,1998,97,14,2,6,11,4,10,1,14,25,92,48,1,2,1,2,0,51,28,0,0
7,1999,96,15,2,6,10,4,12,1,14,25,92,48,1,2,1,2,0,51,28,0,0
7,2000,95,15,1,6,10,4,14,1,14,25,92,49,1,2,1,2,0,49,27,0,0
7,2001,95,16,1,6,10,4,14,1,14,25,92,50,1,2,1,2,0,49,27,0,0
7,2002,95,16,1,6,9,4,14,1,14,25,93,51,1,2,1,2,0,47,27,0,0
7,2003,95,17,1,6,9,4,13,1,14,26,94,52,0,2,1,2,0,47,27,0,0
7,2004,95,18,1,6,9,4,13,1,14,26,95,54,0,2,1,2,0,45,26,0,0
7,2005,96,18,1,6,8,3,12,1,14,26,96,56,0,2,1,2,0,45,26,0,0
7,2006,98,19,1,6,7,3,12,1,14,27,98,58,0,2,1,2,0,47,26,0,0
7,2007,110,22,1,7,7,4,11,1,16,32,109,64,0,2,1,2,0,51,30,0,0
7,2008,111,23,1,7,6,3,11,1,16,33,110,66,0,2,1,2,0,51,29,0,0
7,2009,105,22,1,7,6,3,10,1,15,30,104,65,0,2,1,2,0,49,27,0,0
7,2010,107,23,1,7,6,3,11,1,15,30,106,67,0,2,1,2,0,50,27,0,0
7,2011,109,23,1,7,5,3,11,1,16,31,108,69,0,2,1,2,0,51,27,0,0
7,2012,111,24,1,7,5,3,11,1,16,31,109,71,0,2,1,2,0,52,27,0,0
7,2013,113,24,1,7,5,3,11,1,16,31,111,74,0,2,1,2,0,54,27,0,0
7,2014,117,25,1,7,5,3,13,1,16,32,115,77,0,2,1,2,0,57,28,0,0
7,2015,120,26,1,7,5,3,13,1,17,33,118,80,0,2,1,2,0,58,28,0,0
7,2016,123,26,1,7,4,3,12,1,17,34,121,83,0,2,1,2,0,57,29,0,0
7,2017,125,27,1,8,4,3,12,1,17,35,123,86,0,2,1,2,0,57,29,0,0
7,2018,127,28,1,8,4,3,12,1,18,36,126,88,0,2,1,2,0,58,29,0,0
7,2019,130,28,1,8,4,3,12,0,18,37,130,91,0,2,1,3,0,60,30,0,0
8,1990,42440,18840,827,7223,7612,2470,2353,3964,778,46415,23040,22271,487,827,1605,1161,137,27167,18688,364,80
8,1991,42365,18775,769,7223,7487,2413,2474,3693,691,45869,23242,22689,447,819,1634,1161,130,27102,18141,339,75
8,1992,43143,18993,693,7347,7021,2313,2708,3491,648,46216,23940,23518,392,788,1703,1180,118,27419,18020,306,70
8,1993,43103,18801,621,7342,6718,2205,2812,3240,612,45708,24239,23909,343,761,1703,1188,107,27155,17536,280,65
8,1994,42456,18544,576,7256,6330,2152,3098,2973,580,44885,24199,24043,310,729,1750,1174,100,26552,16850,265,58
8,1995,43198,18538,567,7405,6014,2221,3413,2813,584,45126,24817,24729,298,743,1826,1197,99,26663,16790,266,60
8,1996,43750,18619,557,7521,5831,2278,3709,2660,597,45556,25350,25447,286,751,1899,1223,96,26589,16692,261,61
8,1997,44572,18570,558,7651,5549,2347,3975,2521,632,45967,26163,26237,278,762,1946,1249,88,26353,16636,249,59
8,1998,45963,18408,544,7847,5594,2435,3963,2417,690,46526,27281,27296,262,786,1937,1279,84,26395,16777,243,59
8,1999,47052,18267,517,7977,5259,2424,3960,2300,743,46945,28137,28226,244,810,1920,1310,75,26176,16807,219,60
8,2000,46300,17673,474,7774,4946,2354,3966,2097,747,45673,27640,28032,219,809,1896,1263,68,24941,16031,198,56
8,2001,47322,17608,454,7827,4832,2350,4014,1978,761,45880,27874,28610,205,832,1935,1265,65,24645,15889,185,61
8,2002,49154,17660,452,7949,5049,2452,4095,1889,783,46722,28339,29460,199,859,1996,1292,65,24710,16009,185,65
8,2003,50729,17527,428,8030,5037,2423,4181,1793,805,47185,28653,30052,183,883,2028,1335,64,24617,16010,178,63
8,2004,50583,17005,387,7827,4678,2230,4061,1641,794,46319,28008,29713,158,862,1999,1329,56,23761,15480,159,61
8,2005,50526,16890,354,7670,4156,2047,3926,1506,785,45836,27533,29490,137,837,2025,1321,50,23286,15151,141,57
8,2006,51530,17081,338,7653,3962,1950,4010,1407,789,46026,27546,29689,124,834,2112,1343,48,23361,15139,133,60
8,2007,53868,17571,332,7848,4141,1934,4109,1347,814,47285,28339,30527,117,861,2248,1382,48,24211,15532,135,61
8,2008,53466,17478,322,7626,4145,1838,4110,1222,791,46398,27704,29994,109,842,2293,1357,47,23715,15056,134,57
8,2009,54458,17553,318,7648,3972,1782,4171,1144,801,46503,28011,30291,102,855,2357,1356,46,24053,15092,131,63
8,2010,56051,17750,321,7793,3930,1740,4147,1091,829,46971,28701,30861,98,882,2416,1398,43,24724,15356,126,57
8,2011,56401,18037,326,7876,3795,1690,4136,1036,840,47324,29211,31240,96,899,2495,1422,42,25334,15456,121,54
8,2012,56213,18364,326,7887,3547,1623,4293,979,843,47485,29692,31548,93,903,2587,1445,38,25891,15423,112,51
8,2013,56167,18666,334,7966,3517,1592,4370,935,853,47689,30416,31946,94,927,2651,1471,37,26457,15439,110,50
8,2014,55872,18804,341,7993,3458,1556,4437,886,860,47575,31043,32192,95,931,2682,1480,36,26821,15326,106,50
8,2015,56821,19272,341,8189,3126,1539,4497,853,888,48531,32446,33167,92,959,2781,1523,33,27471,15623,96,50
8,2016,59015,20220,345,8568,2950,1559,4655,834,994,50483,34856,34897,90,1003,2941,1573,31,27912,16355,89,48
8,2017,59610,20571,334,8618,2800,1560,4684,791,1089,51077,36691,35840,86,980,2977,1597,29,26966,16668,83,47
8,2018,58718,20625,320,8509,2714,1533,4669,739,1075,50863,37660,35980,80,944,3001,1565,27,26716,16507,79,47
8,2019,59080,20962,315,8578,2662,1539,4661,708,1088,51306,39517,36676,78,933,3062,1572,26,26898,16721,77,47
9,1990,5840,470,182,1065,1090,692,162,941,328,4243,1945,2157,190,106,21,93,110,5411,2850,230,6
9,1991,6223,500,177,1082,992,632,167,983,354,4532,2230,2314,184,99,24,92,100,5666,3050,210,4
9,1992,6954,551,173,1164,915,592,180,1078,399,4942,2683,2629,180,95,27,92,93,6217,3413,196,4
9,1993,7292,595,155,1189,849,540,179,1115,422,5167,2999,2786,161,85,29,90,84,6477,3572,176,3
9,1994,6951,588,139,1120,784,483,169,1056,400,4978,3019,2710,143,76,29,77,75,6190,3397,155,3
9,1995,6955,566,121,1112,712,419,175,1047,398,4927,3227,2804,123,67,28,75,65,6173,3378,134,3
9,1996,7043,552,101,1119,655,361,184,1047,401,4988,3479,2933,102,59,28,72,56,6238,3394,113,2
9,1997,6818,524,86,1077,599,312,183,991,386,4793,3595,2928,86,51,26,68,48,6026,3255,96,2
9,1998,6812,503,71,1069,541,273,188,959,390,4674,3822,3000,70,44,25,65,41,5992,3219,83,2
